match_id,possession,first_event_id,first_event_index,first_player,first_position,first_start_x,first_end_x,n_actions_in_possession,n_distinct_players,validated_success_partial,validated_success_total,success_partial_start_action_number,success_partial_end_action_number,success_total_start_action_number,success_total_end_action_number,outcome_label
4005792,69,01671273-390c-5189-9eb0-8549e888acd1,837,Lazar Carević,Goalkeeper,7.8,13.9,5,4,False,False,,,,,unsuccessful
4005792,91,f2c9463b-befc-5681-8e3b-8b83f60b9036,1131,Justin de Haas,Left Center Back,32.3,39.0,7,4,True,False,5.0,7.0,,,success_partial
4005792,93,96845ad2-2a0b-5150-a8bb-2f16b85686fa,1164,Leonardo Javier Realpe Montaño,Right Center Back,32.7,13.4,6,5,True,False,4.0,6.0,,,success_partial
4005792,103,c5c1a1e0-6b9a-5314-8942-d2c42492e1f6,1359,Justin de Haas,Left Center Back,22.3,36.7,5,3,True,False,3.0,5.0,,,success_partial
4005792,152,d0fd86ac-0e0c-5659-bba8-c5a1974afb1c,1994,Justin de Haas,Left Center Back,24.7,18.9,9,5,True,False,5.0,7.0,,,success_partial
4005792,163,8460d736-be0a-5c40-86b6-1a02b685982b,2145,Justin de Haas,Left Center Back,14.2,16.1,6,4,True,True,2.0,4.0,3.0,5.0,success_total
4005792,167,55ca7a6e-c468-53ef-a74b-47c035435faf,2229,Justin de Haas,Left Center Back,17.9,27.9,8,4,False,False,,,,,unsuccessful
4005792,177,30a88d41-b691-571f-afc7-5049b8ed1317,2329,Lazar Carević,Goalkeeper,11.7,17.2,8,4,True,True,6.0,8.0,6.0,8.0,success_total
4005803,7,9452faee-0dd3-58e8-b1cb-84c960f27b13,50,Lazar Carević,Goalkeeper,9.8,10.9,5,4,False,False,,,,,unsuccessful
4005803,13,3f79c096-06fc-5b21-9658-4ceec1d8ab5b,106,Leonardo Javier Realpe Montaño,Left Center Back,31.3,31.3,20,6,True,True,3.0,5.0,18.0,20.0,success_total
4005803,23,a871117d-2e29-52d4-9c8f-8039f57801a3,294,Lazar Carević,Goalkeeper,6.0,13.1,4,3,False,False,,,,,unsuccessful
4005803,31,30ed5e48-6bff-5088-a52c-bcf7167de8cd,422,Lazar Carević,Goalkeeper,6.0,36.3,7,4,False,False,,,,,unsuccessful
4005803,35,6cb6613e-68db-5d15-abf9-c02893e592e8,480,Ibrahima Ba,Right Center Back,17.2,35.7,9,3,True,False,3.0,5.0,,,success_partial
4005803,40,d849b398-34f4-55d2-95ec-1c9c5256f387,532,Ibrahima Ba,Right Center Back,12.8,20.8,12,6,True,True,4.0,6.0,5.0,7.0,success_total
4005803,45,1e80c438-3efa-5c09-b490-d694d932cd63,623,Leonardo Javier Realpe Montaño,Left Center Back,27.9,13.6,5,3,False,False,,,,,unsuccessful
4005803,92,15ae4700-f641-5d33-9695-5deaf90d950f,1200,Lazar Carević,Goalkeeper,5.8,23.2,4,3,False,False,,,,,unsuccessful
4005803,96,f8f07a05-ce7a-5a7c-8556-f1704ce7d922,1263,Lazar Carević,Goalkeeper,6.0,10.2,11,4,True,True,7.0,9.0,9.0,11.0,success_total
4005803,143,bcf97aeb-3dcd-548a-ba54-6d1481ae554d,1784,Lazar Carević,Goalkeeper,12.8,6.6,13,5,True,False,9.0,11.0,,,success_partial
4005803,152,e22749d5-ab05-5b97-a840-cb4431eca704,1875,Leonardo Javier Realpe Montaño,Left Center Back,30.2,39.7,6,4,False,False,,,,,unsuccessful
4005803,167,7d3422ae-6681-5d66-a8c8-0d10541417e8,2001,Lazar Carević,Goalkeeper,11.9,19.5,5,3,False,False,,,,,unsuccessful
4005803,202,3c0a775c-d558-5207-9517-74d22419d7fb,2341,Lazar Carević,Goalkeeper,12.7,22.6,25,9,True,True,3.0,5.0,4.0,6.0,success_total
4005803,224,4d65e87c-dc1a-51d1-9faa-d004f25f7b0c,2573,Leonardo Javier Realpe Montaño,Left Center Back,38.6,34.3,11,5,True,True,2.0,4.0,2.0,4.0,success_total
4005812,3,7b7798a2-794d-56a8-99bd-f3e3173065b4,15,Ibrahima Ba,Right Center Back,7.0,6.7,9,4,True,False,6.0,8.0,,,success_partial
4005812,27,3bf4c267-d831-5121-b5ff-0c321ad67235,327,Lazar Carević,Goalkeeper,7.0,5.2,6,5,True,True,2.0,4.0,2.0,4.0,success_total
4005812,62,b283e50d-5eac-578b-877a-900539caedcc,846,Lazar Carević,Goalkeeper,7.0,10.0,4,3,True,False,2.0,4.0,,,success_partial
4005812,72,e0fdac3d-608d-56c7-ad55-049c41aab1b3,944,Lazar Carević,Goalkeeper,7.0,5.5,6,4,False,False,,,,,unsuccessful
4005812,77,fac882f5-5699-5776-b6d6-bd7de7f3aa12,1006,Ibrahima Ba,Right Center Back,6.8,7.6,13,5,True,True,5.0,7.0,5.0,7.0,success_total
4005812,82,2fa5a249-f6ca-5196-bf95-f1c62dbb3266,1089,Lazar Carević,Goalkeeper,22.8,23.4,7,4,True,True,5.0,7.0,5.0,7.0,success_total
4005812,86,94cd7680-de6a-5a9e-8dee-6229ab4fa8dc,1145,Ibrahima Ba,Right Center Back,7.0,7.8,6,3,False,False,,,,,unsuccessful
4005812,104,69f26986-81aa-5dcc-bc10-054bc2efe5ca,1379,Ibrahima Ba,Right Center Back,7.0,7.4,6,4,False,False,,,,,unsuccessful
4005812,132,0c812c28-2564-5525-a4e9-e21027058059,1733,Leonardo Javier Realpe Montaño,Left Center Back,19.5,8.3,18,10,True,True,2.0,4.0,5.0,7.0,success_total
4005812,138,df5705e1-da17-5e69-a2ae-f77fb1919471,1828,Ibrahima Ba,Right Center Back,22.6,13.1,16,8,True,False,5.0,7.0,,,success_partial
4005812,189,94cc5be8-77c1-532b-98a0-d017e82739b2,2341,Ibrahima Ba,Right Center Back,5.7,6.7,6,4,True,False,4.0,6.0,,,success_partial
4005812,191,820f51ed-eace-563f-84f5-b1589c95316c,2372,Lazar Carević,Goalkeeper,4.7,14.0,4,4,False,False,,,,,unsuccessful
4005812,203,39880f6d-775d-5384-8a1e-0ce78cdabab0,2675,Leonardo Javier Realpe Montaño,Left Center Back,5.3,2.0,31,8,True,True,4.0,6.0,7.0,9.0,success_total
4005812,210,838ffa25-03f5-58cd-8137-7656b6dc3f14,2888,Ibrahima Ba,Right Center Back,6.0,6.7,5,4,False,False,,,,,unsuccessful
4005812,217,c82ebe02-469d-587d-b5f8-6f7ed33964e2,2938,Lazar Carević,Goalkeeper,6.0,23.3,6,4,True,False,2.0,4.0,,,success_partial
4005812,237,03ba343a-6058-5247-80ca-a3cb237f9cd0,3257,Lazar Carević,Goalkeeper,2.5,5.5,6,4,True,False,2.0,4.0,,,success_partial
4005817,17,6b5d414d-c8cb-5432-bda7-affaeb696150,199,Justin de Haas,Left Center Back,5.8,3.8,12,6,True,True,8.0,10.0,10.0,12.0,success_total
4005817,45,1027b4af-8214-5644-82cb-178c5b20eccf,643,Ibrahima Ba,Right Center Back,29.2,19.7,11,5,True,True,8.0,10.0,9.0,11.0,success_total
4005817,60,16b7b0fc-7d10-5884-943e-b74d15217d25,858,Justin de Haas,Left Center Back,5.6,3.4,7,3,False,False,,,,,unsuccessful
4005817,110,4e9c7c37-5ecd-5449-b279-61c578740830,1647,Lazar Carević,Goalkeeper,13.7,13.9,16,6,True,False,7.0,9.0,,,success_partial
4005817,185,b177a399-02ab-5717-b256-be9aeea8cf7a,2611,Lazar Carević,Goalkeeper,10.5,11.1,7,4,False,False,,,,,unsuccessful
4005817,195,55bdce91-08d6-5a2a-bc43-308a5cd236cb,2790,Justin de Haas,Left Center Back,19.6,7.9,8,6,True,False,2.0,4.0,,,success_partial
4005817,207,bddb6bc9-db32-546f-aa40-30afa0ea3afe,3033,Lazar Carević,Goalkeeper,7.0,17.2,4,3,False,False,,,,,unsuccessful
4005828,12,34bcf0ab-d34d-5a11-9886-628e7241212e,189,Lazar Carević,Goalkeeper,6.3,16.0,9,5,True,False,7.0,9.0,,,success_partial
4005828,47,1717060d-6d04-57a1-a844-d835259fc927,785,Lazar Carević,Goalkeeper,9.4,12.8,4,3,False,False,,,,,unsuccessful
4005828,48,be4e2e48-58dc-5fcf-8788-ed0a81806856,794,Leonardo Javier Realpe Montaño,Right Center Back,20.2,6.9,5,3,False,False,,,,,unsuccessful
4005828,55,dfb59119-b37e-5f5c-8b61-c8c6377c0025,989,Leonardo Javier Realpe Montaño,Right Center Back,28.1,36.1,6,4,True,False,3.0,5.0,,,success_partial
4005828,67,1861db97-ec1d-569f-b510-f6e5b7da9aaf,1222,Leonardo Javier Realpe Montaño,Right Center Back,37.4,38.0,9,5,True,True,2.0,4.0,5.0,7.0,success_total
4005828,72,32e21c70-bc9e-5f0b-9d66-289c8ca8a08f,1283,Leonardo Javier Realpe Montaño,Right Center Back,13.3,8.8,4,3,False,False,,,,,unsuccessful
4005828,75,de112430-1bc8-5e17-95e3-bb6285dbd466,1309,Leonardo Javier Realpe Montaño,Right Center Back,6.1,11.6,7,4,True,False,3.0,5.0,,,success_partial
4005828,84,bcf72d7f-a8b0-533b-8c59-97b68219357e,1452,Leonardo Javier Realpe Montaño,Right Center Back,34.0,24.3,9,5,False,False,,,,,unsuccessful
4005828,114,f28f0f4a-4ffd-5c35-afa2-443ea298a00b,1730,Lazar Carević,Goalkeeper,9.9,26.4,12,5,False,False,,,,,unsuccessful
4005828,137,9567538d-a9e0-54e9-9e11-13560f609374,2103,Justin de Haas,Left Center Back,5.2,5.2,4,3,False,False,,,,,unsuccessful
4005828,146,74d963b8-2cc0-545f-9f7a-6eefb5430e8a,2243,Justin de Haas,Left Center Back,5.7,7.6,4,4,False,False,,,,,unsuccessful
4005828,175,9d8225c6-0e4e-5a43-8633-3a276a3673ce,2483,Leonardo Javier Realpe Montaño,Right Center Back,19.9,9.3,14,5,True,True,3.0,5.0,10.0,12.0,success_total
4005828,208,e72750b5-049c-5428-a267-c2fc2df83e70,2985,Leonardo Javier Realpe Montaño,Right Center Back,20.1,7.5,8,5,True,True,5.0,7.0,6.0,8.0,success_total
4005840,23,5a31f00e-b8d1-5f45-9752-924606fad5fb,273,Lazar Carević,Goalkeeper,4.5,9.4,10,6,True,False,5.0,7.0,,,success_partial
4005840,31,d8e6ddd1-5e34-5743-800c-6f281c65582a,377,Lazar Carević,Goalkeeper,6.9,11.1,7,4,False,False,,,,,unsuccessful
4005840,48,a797ab1e-42de-5256-83c3-c2aad32342ff,746,Lazar Carević,Goalkeeper,5.6,5.5,4,3,False,False,,,,,unsuccessful
4005840,53,16eab1ce-162a-50ce-842b-25ddecd1f393,836,Lazar Carević,Goalkeeper,14.9,18.3,10,5,True,False,7.0,9.0,,,success_partial
4005840,88,f9001ad4-1c4e-5e1d-a3a2-0cfbe963636c,1308,Lazar Carević,Goalkeeper,4.7,7.5,8,4,False,False,,,,,unsuccessful
4005840,91,19cf5dba-ca35-5458-ae70-e7d6558bc95c,1353,Leonardo Javier Realpe Montaño,Right Center Back,16.0,21.7,8,5,True,False,6.0,8.0,,,success_partial
4005840,127,550cafae-d157-5179-8951-bae18e77eae8,1823,Justin de Haas,Left Center Back,15.7,7.7,33,9,True,True,3.0,5.0,7.0,9.0,success_total
4005840,162,ed44c18d-61a7-5d77-b015-ad1099a184b3,2296,Justin de Haas,Left Center Back,5.3,5.1,8,4,True,False,6.0,8.0,,,success_partial
4005840,167,f77e41e2-818e-51d2-a77d-be4f1a3bef5d,2398,Lazar Carević,Goalkeeper,5.7,11.7,12,6,True,True,2.0,4.0,2.0,4.0,success_total
4005840,190,9a0b1e18-8e8b-597c-beff-8c5c36c0fc40,2808,Leonardo Javier Realpe Montaño,Right Center Back,4.8,6.3,4,3,False,False,,,,,unsuccessful
4005840,194,2782f233-51eb-59bb-bee9-279c8f24952b,2855,Justin de Haas,Left Center Back,6.1,14.7,8,4,False,False,,,,,unsuccessful
4005840,198,b6c64e1c-1c72-570f-8a59-83a54e966b58,2920,Lazar Carević,Goalkeeper,8.6,20.1,20,9,True,True,15.0,17.0,17.0,19.0,success_total
4005840,206,09e3f284-9c05-5155-ac4e-757622080c6d,3024,Leonardo Javier Realpe Montaño,Right Center Back,34.6,9.3,7,4,True,False,5.0,7.0,,,success_partial
4005843,33,cd17dfec-767c-5e3f-9800-bcf185577272,570,Lazar Carević,Goalkeeper,7.0,6.4,31,10,True,True,5.0,7.0,6.0,8.0,success_total
4005843,42,8925b56e-6381-55f6-831b-6b0013110ebf,817,Lazar Carević,Goalkeeper,6.8,18.2,4,3,False,False,,,,,unsuccessful
4005843,46,bda882d8-9f92-5e0c-ae74-79676b58df1d,855,Justin de Haas,Left Center Back,6.5,6.5,4,3,False,False,,,,,unsuccessful
4005843,70,fd0130a5-5351-50ac-8d73-e2db22b77de6,1360,Leonardo Javier Realpe Montaño,Right Center Back,30.1,22.7,10,6,True,True,4.0,6.0,6.0,8.0,success_total
4005843,81,e4cb386c-f1e0-5898-ae05-bb318e7b4d88,1507,Lazar Carević,Goalkeeper,6.0,14.4,4,3,False,False,,,,,unsuccessful
4005843,82,40c74969-7cfb-51ee-bb24-665c7a2ba0d3,1516,Justin de Haas,Left Center Back,36.5,20.1,11,6,True,True,6.0,8.0,6.0,8.0,success_total
4005843,87,ad3e3245-8bfc-539d-85de-e3990e29ebe0,1594,Justin de Haas,Left Center Back,13.8,18.3,7,4,False,False,,,,,unsuccessful
4005843,117,63c92507-3563-53a2-9e56-089059f26148,2102,Lazar Carević,Goalkeeper,5.1,11.5,4,4,True,False,2.0,4.0,,,success_partial
4005843,120,70ce0da1-81d8-5590-9b4d-bf770788d8e2,2133,Justin de Haas,Left Center Back,16.9,13.8,4,3,False,False,,,,,unsuccessful
4005843,140,1bfeb07e-9664-58b6-98e3-f430e850138c,2416,Leonardo Javier Realpe Montaño,Right Center Back,3.9,11.6,4,3,False,False,,,,,unsuccessful
4005843,146,a47da528-ced6-59a0-ac40-774f333d37b1,2461,Lazar Carević,Goalkeeper,5.1,7.2,6,4,False,False,,,,,unsuccessful
4005843,150,4e9fad56-7679-5367-b5f0-77a055334fea,2517,Lazar Carević,Goalkeeper,10.0,18.5,8,5,True,False,6.0,8.0,,,success_partial
4005843,170,b986ac13-f506-5246-96a3-addad59f08e2,2897,Leonardo Javier Realpe Montaño,Right Center Back,25.9,35.1,12,7,True,True,6.0,8.0,9.0,11.0,success_total
4005843,190,0eda276a-5128-5c02-8e0b-01b264bc31e3,3302,Lazar Carević,Goalkeeper,3.9,9.4,10,4,False,False,,,,,unsuccessful
4005843,203,ccbfd1e9-84bb-5eab-98ca-dcca46944c08,3443,Lazar Carević,Goalkeeper,1.3,16.4,10,6,True,False,7.0,9.0,,,success_partial
4005856,56,374c888a-406b-556b-bf2b-16d12d937651,717,Lazar Carević,Goalkeeper,15.3,35.2,13,4,True,True,2.0,4.0,11.0,13.0,success_total
4005856,72,81cddc1a-8f5b-5a73-a16f-6344fe9bcba0,936,Justin de Haas,Left Center Back,11.3,27.5,6,3,False,False,,,,,unsuccessful
4005856,75,6d60304e-0b3f-5fb7-98c5-364234960ae8,999,Justin de Haas,Left Center Back,4.0,5.5,13,6,False,False,,,,,unsuccessful
4005856,77,5efaba00-a910-501a-bf42-135fca321d83,1032,Leonardo Javier Realpe Montaño,Right Center Back,10.7,8.6,10,4,True,True,4.0,6.0,6.0,8.0,success_total
4005856,84,d2f31f17-775a-5988-8629-71e7f2345945,1140,Lazar Carević,Goalkeeper,4.6,22.3,4,3,True,True,2.0,4.0,2.0,4.0,success_total
4005856,87,7ecdf2bf-5b40-5c3e-b619-aa05eae065f4,1162,Justin de Haas,Left Center Back,6.7,6.8,4,3,False,False,,,,,unsuccessful
4005856,111,977595cc-43ba-5e00-a5ee-9d69ee037e9e,1480,Lazar Carević,Goalkeeper,13.5,33.4,10,5,True,True,2.0,4.0,2.0,4.0,success_total
4005856,121,2801673f-bf37-5435-83f1-d999d944ddc5,1629,Justin de Haas,Left Center Back,31.6,23.3,13,6,True,True,8.0,10.0,9.0,11.0,success_total
4005856,224,1c9aef61-0c56-535d-b609-ac197bd0843e,2897,Leonardo Javier Realpe Montaño,Right Center Back,26.4,8.0,12,5,True,True,5.0,7.0,8.0,10.0,success_total
4005861,9,2a95e43f-3b6a-5a3b-989f-0ecc5870e206,75,Lazar Carević,Goalkeeper,12.0,34.9,15,7,True,False,2.0,4.0,,,success_partial
4005861,11,5c4f7e65-4f07-5196-9c4f-9513c71e6c9d,104,Lazar Carević,Goalkeeper,13.7,29.5,5,3,False,False,,,,,unsuccessful
4005861,32,c86d574d-ea1e-5cc1-9558-198dcbb5c16c,492,Leonardo Javier Realpe Montaño,Right Center Back,32.8,37.5,4,3,False,False,,,,,unsuccessful
4005861,44,f0407945-ac60-538d-bcb8-ffa02225b9ff,780,Lazar Carević,Goalkeeper,6.0,15.5,4,3,True,False,2.0,4.0,,,success_partial
4005861,49,42ff7811-683c-5d6b-b183-79ad72af6c63,833,Leonardo Javier Realpe Montaño,Right Center Back,19.8,4.1,9,5,True,True,5.0,7.0,5.0,7.0,success_total
4005861,62,8a8fa8e1-4d45-56b4-816b-52685ade0a1a,1205,Justin de Haas,Left Center Back,6.2,18.7,12,5,False,False,,,,,unsuccessful
4005861,64,5594e461-7317-54b1-976e-f4d6e0d4b357,1230,Justin de Haas,Left Center Back,27.4,24.7,25,7,True,True,4.0,6.0,4.0,6.0,success_total
4005861,75,1d622212-060f-5d97-a627-317e6a2f4f27,1431,Justin de Haas,Left Center Back,36.8,13.7,11,6,True,True,3.0,5.0,7.0,9.0,success_total
4005861,114,ff07724a-49d2-5a3d-9ad7-520cf8a9aeac,2035,Lazar Carević,Goalkeeper,7.1,29.8,24,7,True,True,18.0,20.0,19.0,21.0,success_total
4005861,127,24801f54-d183-5cd9-815b-ccd06f91794e,2167,Lazar Carević,Goalkeeper,5.3,11.1,5,3,True,False,3.0,5.0,,,success_partial
4005861,139,7312f16f-f5dd-505f-a421-ce60f0b0c2eb,2313,Justin de Haas,Left Center Back,15.9,11.6,8,3,False,False,,,,,unsuccessful
4005861,194,1c6160a5-3914-5608-969b-c08ae7081ab0,2977,Lazar Carević,Goalkeeper,6.4,14.1,8,5,False,False,,,,,unsuccessful
4005861,213,5e0dcdbd-6da2-5658-bf95-2234f30ae856,3156,Lazar Carević,Goalkeeper,7.0,7.7,8,5,True,True,5.0,7.0,5.0,7.0,success_total
4005861,222,400876a7-671c-597c-b190-dab9e7b2067c,3269,Lazar Carević,Goalkeeper,6.8,12.3,4,3,False,False,,,,,unsuccessful
4005861,228,3ae9bcf6-e5b8-5446-989e-5a861544b806,3306,Justin de Haas,Left Center Back,34.5,21.0,5,3,False,False,,,,,unsuccessful
4005861,232,ecce6ead-c641-5998-ae22-98f042707d57,3330,Leonardo Javier Realpe Montaño,Right Center Back,27.4,35.9,11,5,True,True,3.0,5.0,5.0,7.0,success_total
